0	LABEL_1	HATE	0.17931002378463745
1	LABEL_0	HATE	0.03290390968322754
2	LABEL_1	HATE	0.23745793104171753
3	LABEL_0	HATE	0.19777238368988037
4	LABEL_0	HATE	0.24326038360595703
5	LABEL_1	HATE	0.38512545824050903
6	LABEL_1	HATE	0.3259032368659973
7	LABEL_0	HATE	0.2066037654876709
8	LABEL_0	HATE	0.014353334903717041
9	LABEL_1	HATE	0.2951575517654419
10	LABEL_0	HATE	0.4052361845970154
11	LABEL_0	HATE	0.05911201238632202
12	LABEL_1	HATE	0.23017919063568115
13	LABEL_1	HATE	0.3013332486152649
14	LABEL_1	HATE	0.1882428526878357
15	LABEL_0	HATE	0.15737825632095337
16	LABEL_1	HATE	0.10080355405807495
17	LABEL_1	HATE	0.2767784595489502
18	LABEL_0	HATE	0.40518224239349365
19	LABEL_1	HATE	0.0918804407119751
20	LABEL_1	HATE	0.40885746479034424
21	LABEL_1	HATE	0.08373326063156128
22	LABEL_0	HATE	0.22590017318725586
23	LABEL_1	HATE	0.1704491376876831
24	LABEL_1	HATE	0.3142043352127075
25	LABEL_1	HATE	0.26690173149108887
26	LABEL_1	HATE	0.027474641799926758
27	LABEL_1	HATE	0.2781732678413391
28	LABEL_1	HATE	0.10853272676467896
29	LABEL_0	HATE	0.18128693103790283
30	LABEL_1	HATE	0.07908332347869873
31	LABEL_1	HATE	0.06289166212081909
32	LABEL_1	HATE	0.4367804527282715
33	LABEL_1	HATE	0.025651097297668457
34	LABEL_1	HATE	0.08333718776702881
35	LABEL_0	HATE	0.19693917036056519
36	LABEL_0	HATE	0.006796002388000488
37	LABEL_0	HATE	0.07567477226257324
38	LABEL_0	HATE	0.00801771879196167
39	LABEL_0	HATE	0.062171339988708496
40	LABEL_0	HATE	0.03943723440170288
41	LABEL_0	HATE	0.14926064014434814
42	LABEL_0	HATE	0.040180981159210205
43	LABEL_0	HATE	0.0013247132301330566
44	LABEL_0	HATE	0.24133336544036865
45	LABEL_0	HATE	0.006861388683319092
46	LABEL_0	HATE	0.005756556987762451
47	LABEL_0	HATE	0.034928083419799805
